schoolyear,gradeLevel,classPeriod,classType,schoolName,gradePercentage,avid,sped,migrant,ell,student_ID
2022-2023,2,7.0,MAT,Gale Elementary School,68.1,Y,N,N,N,FVTF358S9
2023-2024,8,3.0,PE,Allfeather Middle School,93.8,N,N,N,N,F8ES4WK10
2024-2025,4,6.0,ENG,Grand River Elementary School,68.8,Y,N,N,N,6LUU0W00I
2018-2019,6,4.0,SCI,North Junior High,85.6,N,N,N,N,2ND43XRW6
2022-2023,7,1.0,PE,Allfeather Middle School,99.2,N,N,N,N,G91VRG31K
2023-2024,8,4.0,ENG,Allfeather Middle School,86.7,N,N,N,N,1Y6C5Z4UO
2020-2021,6,5.0,ELE,Allfeather Middle School,18.2,N,Y,N,N,6RKL3S4T7
2022-2023,8,3.0,ELE,West Junior High,6.0,Y,N,N,N,L619X6FWM
2024-2025,2,3.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,L8S5W33LQ
2023-2024,8,6.0,ENG,West Junior High,57.4,Y,N,N,N,UI7P1OR83
2022-2023,1,4.0,PE,Leafy Elementary School,100.0,Y,Y,Y,Y,2ARW1L2F0
2023-2024,7,6.0,MAT,Allfeather Middle School,22.5,N,N,N,N,E6LS1CH28
2018-2019,7,5.0,PE,Allfeather Middle School,98.3,N,N,N,N,C06TME83A
2023-2024,3,6.0,ENG,Hall Elementary School,94.4,Y,N,N,N,6LB144CRE
2020-2021,6,5.0,SCI,West Junior High,78.4,Y,N,N,N,JQ2873QZH
2024-2025,5,9.0,SOC,Sunny Hillside Elementary School,95.7,Y,N,N,N,3RH7IA83H
2020-2021,7,7.0,MAT,West Junior High,132.0,N,N,Y,N,P38L5M2KC
2018-2019,8,1.0,IN,Allfeather Middle School,97.1,N,N,N,N,SVI005C9U
2024-2025,4,7.0,MAT,Gale Elementary School,72.1,Y,N,N,N,N4XE507MY
2024-2025,8,5.0,MAT,West Junior High,100.0,Y,N,N,N,8XGP6H9G6
2024-2025,1,7.0,MAT,Cloudy Elementary School,90.7,Y,N,N,N,1C82UII9D
2024-2025,4,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,176PUWZ9F
2023-2024,3,2.0,ART,Leafy Elementary School,96.7,N,N,N,N,B154Y0MCO
2024-2025,5,2.0,ART,Seaside Elementary School,100.0,Y,Y,N,N,7MT17NQ4I
2021-2022,7,8.0,ELE,West Junior High,100.0,N,N,Y,N,BS26W92DE
2018-2019,8,6.0,SCI,South Junior High,45.0,Y,N,Y,N,B7569XLEU
2022-2023,3,7.0,MAT,Gale Elementary School,89.4,Y,N,N,N,PW256QYC4
2024-2025,5,8.0,SCI,Hall Elementary School,86.5,Y,N,N,N,NE39KA6A5
2023-2024,4,5.0,ENG,Gale Elementary School,94.1,Y,N,N,N,0AMLG4Q94
2022-2023,6,4.0,MAT,Allfeather Middle School,89.2,Y,N,N,N,OZAK14J25
2023-2024,6,3.0,SOC,West Junior High,94.6,N,N,N,N,3MX9ZC81B
2022-2023,2,6.0,ENG,Leafy Elementary School,22.2,Y,N,Y,Y,SJ764MWV5
2024-2025,2,7.0,MAT,Tulip Beach Elementary School,78.0,N,N,N,N,DHMQ04A21
2023-2024,1,9.0,SOC,Sunny Hillside Elementary School,100.0,Y,N,N,N,GK8J961NC
2022-2023,8,6.0,ENG,West Junior High,80.6,Y,N,N,N,S59DO9UB0
2022-2023,7,1.0,ELE,Allfeather Middle School,98.6,N,N,N,N,YA68G61IX
2018-2019,6,1.0,ENG,West Junior High,94.1,N,N,N,N,KD49D6E0G
2023-2024,6,3.0,SOC,Allfeather Middle School,94.3,N,N,N,N,Z1HY78XG3
2024-2025,4,7.0,MAT,Gale Elementary School,76.9,Y,Y,N,N,P1D11NJ8B
2024-2025,5,7.0,MAT,Hall Elementary School,52.9,Y,N,Y,Y,ZMSR89D96
2023-2024,8,1.0,ELE,Allfeather Middle School,95.5,N,N,N,N,2D3NS08NB
2024-2025,6,5.0,SCI,North Junior High,100.0,Y,N,N,Y,OCSZ4099A
2023-2024,1,7.0,MAT,Gale Elementary School,92.3,Y,N,N,N,58DQRMT50
2018-2019,7,1.0,MAT,Allfeather Middle School,66.0,N,N,Y,N,K8DAN0Q15
2020-2021,7,6.0,ELE,Allfeather Middle School,0.0,N,Y,Y,N,S7Z8E8U6M
2021-2022,2,4.0,SCI,Online Learning School,100.0,N,N,N,N,668B5PYQZ
2022-2023,8,3.0,SOC,Allfeather Middle School,86.6,Y,N,N,N,54VQT84NL
2020-2021,6,1.0,SCI,Allfeather Middle School,97.5,Y,N,N,N,BE842NK1X
2020-2021,6,2.0,MAT,East Junior High,40.9,N,N,N,N,6JPL993KD
2023-2024,1,2.0,ENG,Seaside Elementary School,100.0,Y,N,N,N,1DM7H78GV
2022-2023,6,8.0,ELE,West Junior High,88.9,N,N,N,N,J8R0UD39Z
2024-2025,3,5.0,ENG,Seaside Elementary School,80.6,Y,N,N,N,143YM0YDX
2024-2025,7,5.0,MAT,North Junior High,61.1,N,N,N,N,GD44OYG09
2024-2025,5,5.0,ENG,Sunny Hillside Elementary School,85.0,Y,Y,N,N,HZZ64T0M7
2023-2024,7,2.0,SOC,South Junior High,71.4,N,N,N,N,I1BN642VF
2023-2024,8,1.0,MUS,North Junior High,20.9,N,N,Y,Y,EPD5H622F
2024-2025,3,3.0,MUS,Gale Elementary School,90.0,Y,Y,N,N,3F704UGIH
2021-2022,7,6.0,ELE,North Junior High,90.1,N,N,N,N,H8M53X7BG
2020-2021,7,1.0,ENG,East Junior High,6.0,N,Y,N,N,X6NQOI640
2024-2025,1,6.0,ENG,Grand River Elementary School,62.3,Y,N,N,Y,5MI5P25RG
2022-2023,8,3.0,ENG,North Junior High,42.0,N,N,N,N,YCW3PE068
2018-2019,6,4.0,MAT,Allfeather Middle School,74.4,N,N,N,N,WL0520XMK
2022-2023,2,7.0,MAT,Gale Elementary School,52.0,Y,N,N,Y,Z51C3V8QZ
2018-2019,8,4.0,PE,East Junior High,98.5,N,N,N,N,49MVO4GU4
2024-2025,5,4.0,PE,Rocky Elementary School,100.0,Y,N,N,N,F4G6G2EC9
2023-2024,7,7.0,MAT,East Junior High,95.4,N,N,N,N,F6281VMWS
2023-2024,4,7.0,ART,Gale Elementary School,100.0,Y,Y,N,Y,A293GVD5C
2024-2025,8,5.0,MUS,Allfeather Middle School,100.0,N,N,N,N,4OWIN518H
2018-2019,7,2.0,ART,East Junior High,95.0,N,N,N,N,P118AENS3
2021-2022,7,2.0,MUS,South Junior High,86.2,N,N,N,N,DGI21J97J
2022-2023,7,3.0,SOC,East Junior High,64.5,N,N,N,N,RTN5FI900
2020-2021,7,2.0,MAT,East Junior High,73.5,N,N,Y,N,12HF2XP5F
2024-2025,6,4.0,ELE,Allfeather Middle School,88.5,Y,N,N,N,O0U17UJ6O
2022-2023,7,4.0,ENG,Allfeather Middle School,41.9,N,N,N,N,R0O2JZ0V8
2020-2021,6,7.0,SCI,West Junior High,86.8,Y,N,N,N,MV68XI57F
2023-2024,0,6.0,ENG,Gale Elementary School,80.9,Y,N,N,N,03Y9PXXG2
2024-2025,7,2.0,MAT,Allfeather Middle School,80.1,N,N,N,N,6EFWN61C5
2024-2025,8,1.0,ART,Allfeather Middle School,63.0,N,N,N,N,2W37GH8UO
2024-2025,6,1.0,ENG,Allfeather Middle School,67.9,N,N,Y,N,Y9X07N2XV
2024-2025,5,3.0,MUS,Gale Elementary School,90.0,Y,Y,N,N,0O032ABQE
2024-2025,6,5.0,MAT,North Junior High,97.7,Y,Y,N,N,X0J1L91TW
2023-2024,6,8.0,ENG,North Junior High,81.5,Y,N,N,N,E74BPB1Q4
2023-2024,4,4.0,PE,Leafy Elementary School,97.5,Y,N,N,Y,552PF1YDL
2024-2025,3,5.0,ENG,Sunny Hillside Elementary School,72.7,Y,N,N,Y,BOZT2B857
2021-2022,8,0.0,MS,North Junior High,100.0,Y,N,N,N,77LSKA2S9
2024-2025,7,2.0,SOC,Allfeather Middle School,71.0,N,N,N,N,62YG3X0EP
2022-2023,5,8.0,SCI,Hall Elementary School,66.7,Y,N,N,N,T5K0FJ9D0
2020-2021,6,2.0,MAT,East Junior High,79.9,N,N,N,N,V8G5HG24M
2022-2023,7,5.0,ENG,East Junior High,74.0,N,N,N,N,96JNY4FL1
2024-2025,2,9.0,SOC,Sunny Hillside Elementary School,84.0,Y,N,N,N,ALX0F877B
2018-2019,6,4.0,SCI,South Junior High,71.6,Y,N,N,N,9Y9QZIP79
2023-2024,7,1.0,MS,East Junior High,85.8,N,N,N,N,LNK63U6Y3
2023-2024,8,2.0,ELE,Allfeather Middle School,85.9,N,Y,N,N,V20LKXZ51
2023-2024,3,8.0,SCI,Maria Flowers Elementary School,96.7,Y,N,N,N,BYO7IU589
2021-2022,8,4.0,ELE,West Junior High,100.0,Y,N,N,N,6Y0C6T1NU
2020-2021,8,1.0,ELE,West Junior High,67.4,Y,Y,N,N,405VW3ZWA
2021-2022,7,5.0,ELE,North Junior High,84.2,N,N,N,N,WZX0A137R
2023-2024,1,3.0,MUS,Rocky Elementary School,100.0,Y,N,N,N,F9Y1E9ZY6
2024-2025,4,6.0,ENG,Tulip Beach Elementary School,86.7,Y,N,N,N,JR1J5O2F7
2023-2024,2,4.0,PE,Sunny Hillside Elementary School,100.0,Y,N,N,N,5P2IVQO79
2021-2022,6,5.0,MAT,South Junior High,37.1,N,N,N,N,376K9QSES
2021-2022,7,2.0,MAT,North Junior High,29.4,N,N,N,N,51UD5AU5Q
2022-2023,6,5.0,MAT,East Junior High,65.7,N,N,N,N,4Q0HFD92W
2024-2025,5,6.0,ENG,Seaside Elementary School,91.7,Y,N,N,N,8U0LI76GR
2018-2019,8,7.0,ELE,North Junior High,99.6,Y,N,N,N,FMS04B68X
2022-2023,6,7.0,ENG,West Junior High,91.6,N,N,N,N,1MV601UQJ
2022-2023,6,2.0,ENG,North Junior High,98.1,N,N,N,N,SS1MN2R27
2023-2024,7,2.0,MAT,East Junior High,87.3,N,N,N,N,M53N1OUE3
2024-2025,3,6.0,ENG,Tulip Beach Elementary School,100.0,N,N,N,N,58W3D7TJB
2020-2021,6,1.0,PE,Allfeather Middle School,50.0,N,N,N,N,OS4J4D3P6
2024-2025,0,7.0,MAT,Rocky Elementary School,100.0,Y,N,Y,N,32H1O3EBT
2023-2024,3,7.0,MAT,Grand River Elementary School,87.1,Y,N,N,N,N6S45V0OJ
2023-2024,8,7.0,ENG,West Junior High,100.0,Y,N,N,Y,GK7R740PG
2024-2025,6,1.0,ELE,West Junior High,0.0,Y,N,N,N,KXWTS0279
2024-2025,3,8.0,SCI,Gale Elementary School,87.3,Y,N,N,N,FQ1YY36H1
2023-2024,6,5.0,PE,West Junior High,97.0,Y,N,N,N,W2MKIJ491
2023-2024,3,7.0,MAT,Rocky Elementary School,97.6,N,N,N,N,44X1MW5VG
2024-2025,7,3.0,MAT,South Junior High,55.1,N,N,N,Y,9VFMH634H
2024-2025,2,7.0,MAT,Sunny Hillside Elementary School,89.8,Y,N,N,N,ZDA721Q6Y
2023-2024,8,3.0,SOC,North Junior High,96.1,N,Y,N,N,JA81YIN59
2023-2024,8,6.0,ENG,East Junior High,61.0,Y,N,N,N,KKM275N0K
2023-2024,7,3.0,MUS,North Junior High,104.8,N,N,N,N,2I0YJB71L
2024-2025,7,6.0,ENG,West Junior High,94.2,Y,N,Y,Y,563UNJ2MR
2023-2024,0,8.0,SCI,Tulip Beach Elementary School,77.1,N,N,N,N,L0CEO56U2
2021-2022,6,1.0,ART,West Junior High,84.6,N,N,N,N,KSF7I363O
2023-2024,7,3.0,ART,North Junior High,35.1,N,N,N,N,L59BE16JD
2020-2021,6,3.0,SCI,Allfeather Middle School,43.3,N,N,Y,N,G4I9D3W7V
2024-2025,7,4.0,ENG,North Junior High,85.0,N,Y,N,N,B96G1CLJ3
2023-2024,7,4.0,SOC,East Junior High,83.6,Y,N,N,Y,V9EV90Q5A
2018-2019,6,3.0,MAT,East Junior High,97.6,Y,N,N,N,O94TPWD56
2024-2025,1,8.0,SCI,Gale Elementary School,97.3,Y,N,N,N,N0OJS854J
2023-2024,8,1.0,MS,East Junior High,100.0,N,N,N,N,U5PQ28L9O
2020-2021,8,3.0,PE,East Junior High,13.8,N,N,N,N,B98OQ61MW
2022-2023,7,6.0,SCI,North Junior High,73.0,N,N,N,N,U33SG3Z0H
2023-2024,1,3.0,ENG,Gale Elementary School,80.0,Y,Y,N,N,1PN0D5Z7A
2022-2023,6,6.0,MAT,Allfeather Middle School,68.3,N,N,N,N,5LQ89KU3P
2023-2024,3,4.0,PE,Grand River Elementary School,97.0,Y,N,N,N,6X0IY52SJ
2022-2023,7,4.0,ELE,West Junior High,88.7,N,N,N,N,CQE0R903Y
2021-2022,6,1.0,SOC,East Junior High,69.2,N,N,N,N,ZR4U1S12K
2020-2021,7,1.0,ELE,Allfeather Middle School,9.2,N,N,N,N,X3C5QSD69
2022-2023,3,6.0,SCI,Hall Elementary School,98.8,Y,N,Y,N,WH69DKC60
2021-2022,8,6.0,ELE,Allfeather Middle School,86.6,Y,N,Y,N,U9U9JG01K
2024-2025,1,8.0,SCI,Elk Meadow Elementary School,82.5,Y,N,Y,Y,0T1VJ8T5Q
2024-2025,7,5.0,ENG,South Junior High,76.6,Y,N,N,N,38B0ST3SJ
2024-2025,4,3.0,MUS,Rocky Elementary School,100.0,Y,N,N,Y,V0C00E3GY
2023-2024,6,4.0,SOC,West Junior High,93.8,N,Y,N,Y,6VW1R20SI
2021-2022,7,4.0,SCI,Allfeather Middle School,32.3,N,N,N,N,D80RE1KT4
2021-2022,8,4.0,ENG,Allfeather Middle School,47.9,Y,N,N,N,3J3WP30XT
2023-2024,0,9.0,SOC,Tulip Beach Elementary School,76.3,N,N,N,N,3VI725VNF
2023-2024,1,6.0,ENG,Grand River Elementary School,54.0,Y,N,N,N,A83HVD6W2
2021-2022,8,1.0,SOC,Allfeather Middle School,70.0,N,Y,N,N,7PNR13OK8
2024-2025,0,8.0,SCI,Cloudy Elementary School,100.0,N,N,N,N,EODI4L962
2018-2019,6,6.0,SOC,East Junior High,74.3,Y,Y,N,N,9RXOH256F
2024-2025,5,3.0,MUS,Tulip Beach Elementary School,100.0,Y,Y,N,N,G9O6F54IE
2023-2024,7,7.0,ELE,West Junior High,84.4,N,Y,N,N,KWVK0F191
2024-2025,8,8.0,MS,East Junior High,90.0,N,N,N,N,U163Q3WEJ
2024-2025,3,7.0,MAT,Sunny Hillside Elementary School,91.3,Y,N,N,N,8SXX1X8I6
2024-2025,3,7.0,MAT,Leafy Elementary School,78.1,N,N,N,N,RHLR6R356
2024-2025,8,2.0,MAT,West Junior High,76.0,Y,N,Y,Y,4ZW73VG2W
2022-2023,3,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,WPO4590LQ
2023-2024,7,1.0,MUS,Allfeather Middle School,96.9,N,N,N,N,RCQ8E92Q6
2023-2024,3,3.0,MUS,Gale Elementary School,100.0,Y,N,N,Y,1SJIV214C
2023-2024,1,5.0,ENG,Maria Flowers Elementary School,57.4,Y,N,N,N,V9PJ13TI5
2024-2025,4,6.0,ENG,Grand River Elementary School,100.0,Y,N,N,N,285EZ1QSP
2023-2024,8,4.0,ELE,North Junior High,84.3,Y,N,N,N,E8RR2S8T6
2021-2022,6,1.0,ENG,West Junior High,80.1,N,N,Y,Y,3GW3O0Q5P
2022-2023,6,5.0,SOC,East Junior High,73.4,Y,Y,N,N,C2JPJ18T7
2022-2023,8,4.0,ART,West Junior High,34.6,Y,N,Y,N,U65TXNT94
2018-2019,6,7.0,ENG,East Junior High,72.8,Y,N,N,N,0U5YA55JJ
2024-2025,6,3.0,ENG,North Junior High,102.5,Y,N,N,N,5H000SPAJ
2018-2019,6,4.0,IN,East Junior High,93.7,Y,N,N,N,XO732HZX7
2024-2025,8,4.0,SCI,Allfeather Middle School,57.6,N,N,Y,N,S4T01G0YQ
2022-2023,8,4.0,MAT,East Junior High,73.0,N,N,N,N,ZQU0U3S29
2020-2021,6,3.0,PE,East Junior High,35.1,N,N,N,N,2T513ZEIF
2024-2025,5,9.0,SOC,Gale Elementary School,68.9,Y,N,N,N,30ED06INV
2022-2023,2,6.0,ENG,Hall Elementary School,94.0,Y,N,Y,Y,0VS651AEU
2018-2019,6,4.0,MAT,Allfeather Middle School,93.4,N,N,N,N,IRO0706GG
2024-2025,6,1.0,MAT,Allfeather Middle School,86.6,N,N,N,N,O37M0CC1B
2023-2024,5,3.0,MUS,Rocky Elementary School,100.0,Y,N,N,N,U10SZ7XO9
2022-2023,7,4.0,ELE,Allfeather Middle School,86.5,N,N,N,N,P9VJV925F
2022-2023,7,3.0,ELE,North Junior High,83.6,N,N,N,N,H1BCJ8S15
2023-2024,0,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,N,613I4WNUK
2024-2025,5,5.0,SCI,Grand River Elementary School,93.0,Y,N,Y,N,52PDG3WY8
2023-2024,2,6.0,ENG,Washington Stone Elementary School,73.1,Y,N,N,N,8OCEP8Y23
2024-2025,6,6.0,ELE,West Junior High,104.0,Y,N,N,N,06HHW0I5L
2024-2025,4,7.0,MAT,Gale Elementary School,96.9,Y,N,N,N,WSBK860E5
2023-2024,0,5.0,ENG,Tulip Beach Elementary School,94.4,N,N,Y,Y,8WTM6W5O3
2023-2024,5,4.0,PE,Elk Meadow Elementary School,100.0,Y,N,N,N,8W6HRZX55
2022-2023,8,3.0,ELE,West Junior High,79.5,Y,N,N,N,7RYPTW936
2020-2021,8,2.0,MAT,East Junior High,0.0,N,N,Y,N,7CC26E0WE
2023-2024,1,9.0,SOC,Washington Stone Elementary School,90.0,Y,N,N,N,L71VM7Z8Y
2022-2023,1,9.0,SOC,Gale Elementary School,100.0,Y,N,N,N,LGJJW1086
2020-2021,7,3.0,ENG,Allfeather Middle School,24.4,N,N,Y,N,JG5Q1T23P
2024-2025,1,7.0,MAT,Washington Stone Elementary School,66.7,Y,N,N,N,T90ETA9X8
2023-2024,3,6.0,ENG,Tulip Beach Elementary School,67.8,N,Y,N,Y,AJ0W2U5R7
2023-2024,7,4.0,SCI,Allfeather Middle School,89.1,N,N,N,N,UT3CU6F68
2024-2025,4,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,SJ93B2T0A
2023-2024,0,6.0,ENG,Cloudy Elementary School,100.0,N,N,N,N,SEW33A0J7
2018-2019,7,5.0,ART,Allfeather Middle School,70.0,N,N,N,N,C7X353WZM
2022-2023,6,4.0,ELE,South Junior High,85.3,N,N,N,N,7ZE57K5YD
2022-2023,7,2.0,SCI,North Junior High,100.0,N,Y,N,N,2WGT5N3H2
2024-2025,0,8.0,SCI,Elk Meadow Elementary School,82.5,N,N,Y,Y,F8GEK567W
2018-2019,7,7.0,ELE,North Junior High,99.0,Y,N,N,N,OQPAH9377
2018-2019,6,1.0,MAT,Allfeather Middle School,65.0,N,N,Y,N,H0Z6N04NZ
2023-2024,5,8.0,SCI,Sunny Hillside Elementary School,82.7,Y,N,N,Y,T7E7FR95Y
2024-2025,0,6.0,ENG,Gale Elementary School,100.0,Y,N,N,Y,2PK3V44XY
2020-2021,6,2.0,SCI,North Junior High,64.0,N,Y,N,N,PC113VGI5
2022-2023,8,4.0,SCI,North Junior High,100.0,N,Y,N,N,KY133TB0Y
2020-2021,3,3.0,MAT,Online Learning School,96.1,N,N,N,N,AU8Z371BW
2022-2023,8,2.0,ELE,Allfeather Middle School,97.8,N,N,N,N,DCWF2U507
2023-2024,4,8.0,SCI,Sunny Hillside Elementary School,72.7,Y,N,Y,Y,10X5TU9GS
2023-2024,8,6.0,SCI,North Junior High,62.0,N,N,Y,N,P1PD59RE2
2021-2022,8,8.0,ELE,West Junior High,84.5,Y,N,N,N,B5PR89KG9
2021-2022,8,4.0,ART,East Junior High,58.1,Y,N,N,N,ES91KST06
2018-2019,8,5.0,ELE,Allfeather Middle School,96.0,N,N,N,N,AYJ4V28B7
2024-2025,6,4.0,SCI,South Junior High,98.9,N,Y,N,N,J4S0JB5B5
2023-2024,8,2.0,ENG,North Junior High,100.0,N,N,N,N,0B30I1VIH
2021-2022,8,2.0,ELE,North Junior High,85.3,N,N,N,N,74TYKY88C
2023-2024,1,8.0,SCI,Hall Elementary School,85.0,Y,N,Y,Y,JSRA1474X
2024-2025,0,6.0,ENG,Cloudy Elementary School,98.0,N,N,N,N,Y4W5H0LK2
2020-2021,8,3.0,ELE,East Junior High,84.6,N,Y,N,N,MC029WR7M
2024-2025,4,8.0,SCI,Grand River Elementary School,99.5,Y,Y,N,N,S1Q95EQ2T
2021-2022,7,4.0,SCI,South Junior High,23.1,N,N,N,N,6Y4IM18ZB
2020-2021,7,2.0,MAT,East Junior High,0.0,N,N,N,N,U036ZS4NL
2022-2023,6,8.0,ELE,North Junior High,0.0,N,Y,N,N,F48ERO6U1
2023-2024,2,7.0,MAT,Maria Flowers Elementary School,70.4,Y,N,N,N,3C8RML7Y7
2022-2023,8,5.0,ENG,East Junior High,100.0,Y,N,N,N,DO23CI65A
2023-2024,3,8.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,87URW8FA2
2022-2023,6,8.0,ELE,North Junior High,100.0,Y,N,Y,Y,5E47BG3TM
2023-2024,6,2.0,ELE,North Junior High,116.8,Y,N,N,N,RVUVZ1443
2024-2025,8,2.0,SCI,Allfeather Middle School,26.2,N,N,N,N,36FVAG57G
2020-2021,8,3.0,PE,Allfeather Middle School,58.6,N,N,N,N,01GOLF34R
2023-2024,4,5.0,ENG,Cloudy Elementary School,93.8,Y,N,N,N,E84OE8B6V
2024-2025,2,5.0,ENG,Cloudy Elementary School,85.3,N,N,N,N,0IWW213ET
2022-2023,8,8.0,ELE,North Junior High,100.0,N,N,N,N,M6Q0G1O6W
2021-2022,6,1.0,SCI,South Junior High,59.7,N,N,N,N,AQ6RA77J3
2023-2024,7,3.0,ELE,Allfeather Middle School,89.7,N,N,N,N,657C6HLRN
2020-2021,6,5.0,MAT,Allfeather Middle School,85.4,N,N,N,N,U1574HKYU
2021-2022,8,5.0,ART,South Junior High,96.1,N,N,Y,N,L8RCE9V64
2024-2025,8,8.0,SCI,West Junior High,71.8,Y,N,N,Y,A998THU5U
2022-2023,7,7.0,SCI,Allfeather Middle School,71.0,N,N,N,N,FBPK4824H
2024-2025,6,1.0,MAT,Allfeather Middle School,93.5,N,N,N,N,N9GFP438H
2023-2024,3,8.0,SCI,Washington Stone Elementary School,100.0,Y,N,N,N,CJ76W1Y2X
2018-2019,7,4.0,MAT,Allfeather Middle School,56.5,N,N,N,N,16VTS6IU6
2023-2024,4,6.0,ENG,Gale Elementary School,75.1,Y,N,N,N,MCB06HW32
2020-2021,8,5.0,PE,Allfeather Middle School,100.1,N,N,N,N,8XP35L0KR
2022-2023,2,6.0,ENG,Gale Elementary School,90.4,Y,N,N,N,AZ8L922DL
2022-2023,4,5.0,SCI,Hall Elementary School,97.2,Y,N,N,N,PI03PII30
2021-2022,8,1.0,ELE,South Junior High,100.0,N,Y,N,N,QA9KZ43C9
2018-2019,8,4.0,ENG,North Junior High,92.5,Y,N,N,N,R4I3QF14F
2023-2024,3,6.0,ENG,Washington Stone Elementary School,100.0,Y,Y,N,N,I80FU3SC8
2024-2025,8,6.0,MAT,West Junior High,94.0,N,N,N,N,V1T2S7G8C
2024-2025,4,8.0,SCI,Maria Flowers Elementary School,50.0,Y,N,N,N,X48J2UNV2
2022-2023,0,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,XW58J4G1I
2023-2024,5,7.0,MAT,Sunny Hillside Elementary School,104.3,Y,N,N,N,9W5BM5ET5
2023-2024,8,5.0,ELE,Allfeather Middle School,52.8,N,N,N,N,6GV28H1TA
2024-2025,6,8.0,MAT,West Junior High,10.2,N,N,N,Y,8W8X6MOQ7
2018-2019,8,3.0,ELE,North Junior High,80.5,N,N,N,N,6PV66N7XH
2024-2025,7,7.0,SOC,North Junior High,84.9,Y,N,N,N,R4JR13DW4
2021-2022,6,7.0,ENG,West Junior High,95.4,N,N,Y,N,V4H543KTN
2018-2019,7,1.0,ENG,West Junior High,71.1,Y,N,N,N,LU14O7JU5
2021-2022,6,0.0,ELE,East Junior High,100.0,Y,N,N,N,4JG04B0XZ
2022-2023,6,3.0,MAT,South Junior High,74.2,N,N,Y,N,8DU79JN3R
2021-2022,7,1.0,MAT,East Junior High,60.0,N,N,Y,N,W660S6LXE
2023-2024,2,5.0,ENG,Gale Elementary School,92.6,Y,Y,N,N,VZL34AZ82
2021-2022,7,1.0,SOC,Allfeather Middle School,82.1,N,N,N,N,76RX02SRS
2022-2023,7,4.0,SOC,West Junior High,97.2,Y,N,Y,N,6R2U9MT3N
2024-2025,5,7.0,MAT,Seaside Elementary School,89.7,Y,Y,N,N,YFG7C71B4
2022-2023,8,1.0,ELE,Allfeather Middle School,91.2,N,N,N,N,46D2OFYS0
2022-2023,2,9.0,SOC,Gale Elementary School,100.0,Y,N,N,N,54S0IL8VO
2022-2023,7,1.0,MS,East Junior High,37.5,N,N,N,Y,6MIZYW779
2024-2025,8,2.0,SOC,West Junior High,91.0,Y,N,N,Y,ZTP309BM7
2023-2024,5,5.0,SCI,Washington Stone Elementary School,82.4,Y,N,N,N,51I4D5BGC
2022-2023,8,7.0,ENG,West Junior High,84.1,Y,N,Y,N,Z4A5R6T1C
2022-2023,8,7.0,SCI,North Junior High,100.0,N,N,N,N,57R6HCA1T
2022-2023,5,4.0,PE,Hall Elementary School,95.0,Y,N,N,N,D2X069GCX
2020-2021,8,1.0,ENG,East Junior High,67.1,N,N,N,N,1HDXD484P
2018-2019,8,3.0,ENG,North Junior High,77.3,N,N,N,N,YQ23NL63A
2023-2024,0,2.0,ENG,Seaside Elementary School,99.2,Y,N,N,N,N325JH7VG
2023-2024,2,8.0,SCI,Cloudy Elementary School,94.8,Y,Y,Y,Y,7KI1N0S5L
2024-2025,5,4.0,PE,Rocky Elementary School,97.1,Y,N,N,N,QL333UMT1
2022-2023,1,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,LGJJW1086
2024-2025,7,1.0,SCI,Allfeather Middle School,37.9,Y,N,N,N,RDF76V31V
2021-2022,8,4.0,ART,East Junior High,95.8,Y,N,Y,N,5RH3M5E7A
2018-2019,7,5.0,ELE,Allfeather Middle School,87.9,Y,N,N,N,96FHZZ1I4
2024-2025,2,6.0,ENG,Washington Stone Elementary School,66.0,Y,Y,N,Y,1ZXPN989V
2023-2024,8,6.0,ENG,Allfeather Middle School,89.9,N,N,N,N,QP14Z8ZJ0
2023-2024,0,9.0,SOC,Sunny Hillside Elementary School,100.0,Y,N,N,N,J80HU7AD7
2021-2022,8,6.0,MUS,Allfeather Middle School,54.2,N,N,N,N,9OQ1CS90S
2023-2024,7,3.0,ART,North Junior High,100.0,N,N,N,N,4YKR2B98Y
2021-2022,8,5.0,PE,South Junior High,89.0,N,N,N,N,0CY7KQ1J9
2024-2025,7,5.0,SCI,South Junior High,91.4,N,N,N,N,0V588RLSI
2022-2023,7,2.0,MAT,Allfeather Middle School,64.0,N,N,Y,N,IR010WN2I
2024-2025,2,9.0,SOC,Washington Stone Elementary School,87.0,Y,N,N,N,R6HRFA444
2023-2024,-1,7.0,MAT,Leafy Elementary School,80.0,N,Y,N,N,7ND4Z6XT1
2020-2021,6,4.0,SCI,East Junior High,0.0,N,N,N,N,UQ3525IQI
2022-2023,4,4.0,PE,Hall Elementary School,95.0,Y,N,N,Y,G5JIP836C
2021-2022,8,7.0,MUS,West Junior High,71.4,Y,N,Y,N,XQL0R37H8
2023-2024,2,7.0,MAT,Gale Elementary School,87.7,Y,N,N,Y,EQAO399K1
2022-2023,6,2.0,MAT,North Junior High,81.9,Y,N,Y,Y,322DFH5IZ
2023-2024,8,5.0,ENG,Allfeather Middle School,97.3,Y,N,N,N,MQD074C1C
